customer_id;edad;genero;estado_civil;nivel_educativo;ingreso_mensual;tipo_empleo;dependientes;tipo_vivienda;meses_en_centrales;productos_financieros_activos;score_crediticio_bureau;dias_mora_actual;max_dias_mora_12m;cliente_existente;meses_como_cliente;compras_promedio_mensual;num_compras_6m;categoria_principal;canal_aplicacion;monto_solicitado;plazo_meses;default;antiguedad_laboral_años
CUST_001460;43;M;Soltero;Secundaria;6719460;Independiente;3;Propia;11;2;551;8;8;1;21;79783;2;Ropa;Tienda_Física;565180;24;0;16,4
CUST_001461;33;F;Casado;Técnico;6636433;Independiente;2;Arriendo;6;0;649;0;0;0;0;0;0;N/A;Online;1134981;12;0;4,8
CUST_001462;20;M;Null;Técnico;5840773;Empleado;0;Propia;61;5;602;0;0;1;19;82247;6;Tecnología;Tienda_Física;2853239;6;1;2
CUST_001463;32;M;Soltero;Universitario;1186987;Empleado;1;Propia;51;2;551;0;0;1;15;38999;3;Electrodomésticos;App_Móvil;608377;18;0;13,4
CUST_001464;24;M;Null;Técnico;7272153;Empleado;0;Propia;122;3;575;0;0;1;2;17770;3;Hogar;Tienda_Física;1250378;6;1;0
CUST_001465;28;M;Soltero;Primaria;7424189;Empleado;3;Propia;2;3;570;0;0;0;0;0;0;N/A;Tienda_Física;2766241;18;0;9,9
CUST_001466;42;M;Casado;Posgrado;3928908;Empleado;2;Propia;12;2;772;0;0;1;28;13452;4;Deportes;Tienda_Física;2306734;18;0;15,4
CUST_001467;55;F;Soltero;Técnico;8495005;Empleado;2;Arriendo;126;1;790;0;0;1;1;76356;6;Electrodomésticos;Call_Center;1466815;12;0;35,6
CUST_001468;39;M;Casado;Secundaria;9686404;Empleado;2;Arriendo;4;0;500;0;0;1;18;121170;2;Tecnología;Tienda_Física;1064696;12;0;18,7
CUST_001469;20;M;Soltero;Técnico;6371389;Empleado;3;Propia;24;2;573;0;0;1;2;11632;6;Deportes;Call_Center;601418;18;0;0
CUST_001470;40;M;Casado;Secundaria;8496591;Pensionado;1;Familiar;38;2;470;0;0;1;6;85903;1;Electrodomésticos;Tienda_Física;972764;24;1;21,2
CUST_001471;49;F;Casado;Secundaria;3667634;Empleado;0;Propia;9;2;604;0;0;1;8;235176;5;Hogar;App_Móvil;634244;18;0;30,7
CUST_001472;27;F;Casado;Secundaria;9995080;Empleado;2;Propia;53;1;593;0;0;0;0;0;0;N/A;Tienda_Física;2851343;48;0;4
CUST_001473;33;M;Casado;Secundaria;9518378;Independiente;0;Arriendo;68;3;695;0;0;1;13;719478;4;Ropa;Tienda_Física;3001166;12;0;2,5
CUST_001474;35;F;Divorciado;Secundaria;9727403;Empleado;0;Propia;18;2;575;0;17;0;0;0;0;N/A;Tienda_Física;623640;6;1;13,8
CUST_001475;25;F;Casado;Técnico;6212346;Null;3;Propia;43;5;722;0;0;1;53;39739;5;Tecnología;Tienda_Física;2257669;12;0;1,8
CUST_001476;42;M;Casado;Universitario;3448426;Empleado;2;Propia;27;2;695;0;0;1;35;37856;2;Deportes;Tienda_Física;851954;12;0;15,5
CUST_001477;33;F;Soltero;Universitario;2902393;Independiente;2;Familiar;41;1;648;0;0;1;0;80397;2;Tecnología;Online;1395498;36;0;14,2
CUST_001478;40;F;Casado;Primaria;7558023;Independiente;3;Arriendo;21;2;570;0;0;0;0;0;0;N/A;Call_Center;2853495;36;0;20,7
CUST_001479;24;F;Casado;Posgrado;2894512;Independiente;0;Familiar;1;3;811;0;13;0;0;0;0;N/A;Tienda_Física;2186227;18;0;5,3
CUST_001480;29;M;Soltero;Universitario;2189070;Empleado;1;Propia;14;4;664;0;0;0;0;0;0;N/A;Tienda_Física;809234;12;0;10,8
CUST_001481;43;M;Soltero;Null;1834706;Empleado;3;Propia;12;3;625;0;0;0;0;0;0;N/A;Online;2849551;18;0;21
CUST_001482;30;M;Soltero;Secundaria;7385573;Empleado;1;Arriendo;92;2;692;13;13;0;0;0;0;N/A;Online;2367931;6;0;11,5
CUST_001483;55;F;Casado;Universitario;2077713;Independiente;1;Propia;20;3;508;2;12;1;5;198266;5;Electrodomésticos;Online;2392384;12;0;36,7
CUST_001484;30;F;Soltero;Secundaria;8061636;Empleado;0;Propia;84;2;619;0;7;0;0;0;0;N/A;Call_Center;1007702;24;0;10,7
CUST_001485;37;M;Soltero;Universitario;3201248;Empleado;1;Familiar;0;1;688;0;0;1;3;79041;1;Tecnología;Online;1404134;24;0;18,8
CUST_001486;46;M;Casado;Secundaria;4553662;Empleado;1;Propia;36;3;716;0;28;1;50;6815;3;Hogar;Tienda_Física;1495615;6;0;27,4
CUST_001487;17;F;Casado;Secundaria;3717780;Empleado;1;Familiar;21;2;690;0;0;1;17;310477;3;Deportes;Tienda_Física;1953390;24;0;-1
CUST_001488;16;F;Soltero;Técnico;6771241;Independiente;1;Propia;1;1;446;0;0;0;0;0;0;N/A;Call_Center;1863493;18;0;-2
CUST_001489;16;F;Soltero;Técnico;8646926;Empleado;0;Propia;22;3;635;0;0;1;11;23741;7;Tecnología;Online;857637;18;0;-2
CUST_001490;50;F;Soltero;Técnico;5701124;Empleado;1;Propia;17;1;579;0;4;1;42;45688;5;Hogar;App_Móvil;1487827;12;1;26,1
CUST_001491;28;F;Divorciado;Secundaria;4893540;Empleado;0;Arriendo;8;1;656;0;0;0;0;0;0;N/A;App_Móvil;2526961;18;0;3,9
CUST_001492;65;M;Casado;Técnico;6389071;Empleado;1;Propia;2;2;631;0;21;1;54;224780;3;Hogar;Tienda_Física;1317512;24;0;38,3
CUST_001493;28;M;Null;Posgrado;2174194;Empleado;0;Arriendo;56;4;728;0;6;1;6;23633;5;Hogar;Online;2787964;12;0;9,4
CUST_001494;37;M;Null;Universitario;1687137;Empleado;1;Arriendo;33;5;634;1;1;1;1;12569;2;Deportes;Online;1111955;24;0;12,1
CUST_001495;53;F;Casado;Técnico;7078648;Independiente;0;Arriendo;32;4;656;0;0;0;0;0;0;N/A;Online;1457429;12;0;32,8
CUST_001496;59;M;Soltero;Técnico;7570775;Empleado;0;Arriendo;85;5;790;0;0;1;28;36826;7;Electrodomésticos;App_Móvil;1012500;18;0;40,5
CUST_001497;59;F;Casado;Secundaria;4960100;Empleado;0;Arriendo;0;3;743;0;3;0;0;0;0;N/A;App_Móvil;1407132;48;0;37,8
CUST_001498;49;M;Soltero;Secundaria;5976517;Empleado;0;Arriendo;28;2;729;0;0;0;0;0;0;N/A;Tienda_Física;2496641;12;1;29,8
CUST_001499;47;M;Divorciado;Secundaria;3944341;Empleado;0;Arriendo;109;1;533;0;0;1;0;457698;5;Tecnología;Online;2354868;48;1;28,9
CUST_001500;42;F;Casado;Técnico;3978078;Empleado;0;Familiar;21;2;613;0;26;0;0;0;0;N/A;Online;1056247;6;1;23,8
CUST_001501;44;M;Null;Universitario;2028593;Empleado;0;Arriendo;23;4;770;0;2;1;22;84919;3;Hogar;Tienda_Física;626680;12;0;24,3
CUST_001502;28;M;Casado;Técnico;4500181;Empleado;3;Propia;2;1;616;0;0;0;0;0;0;N/A;App_Móvil;1233009;24;0;4,7
CUST_001503;25;F;Casado;Secundaria;6696321;Empleado;0;Arriendo;43;4;594;0;0;1;13;23195;5;Hogar;Tienda_Física;749899;6;0;5,9
CUST_001504;34;M;Casado;Técnico;5339692;Empleado;0;Familiar;51;1;662;0;0;1;14;104188;3;Tecnología;Online;1690686;48;0;11,6
CUST_001505;32;F;Soltero;Secundaria;3957952;Empleado;0;Familiar;5;2;570;0;0;1;2;36084;3;Tecnología;App_Móvil;1125948;6;0;13,8
CUST_001506;29;F;Casado;Universitario;2983553;Empleado;3;Arriendo;36;1;677;0;10;0;0;0;0;N/A;Tienda_Física;2598093;24;0;9,5
CUST_001507;43;F;Casado;Secundaria;8785894;Empleado;1;Propia;16;1;662;0;0;1;18;14639;3;Ropa;Tienda_Física;1163742;24;1;24,6
CUST_001508;46;F;Viudo;Técnico;7016673;Empleado;1;Propia;29;7;603;0;0;0;0;0;0;N/A;Tienda_Física;1621372;48;0;22
CUST_001509;36;M;Casado;Universitario;1700732;Independiente;2;Propia;40;1;681;0;12;0;0;0;0;N/A;App_Móvil;1772914;6;0;7,7
CUST_001510;52;F;Divorciado;Secundaria;3642078;Empleado;1;Propia;3;6;583;6;6;0;0;0;0;N/A;Online;2551297;12;0;32,8
CUST_001511;21;M;Casado;Primaria;6548616;Empleado;1;Null;12;1;599;0;2;0;0;0;0;N/A;Online;2588820;6;0;0
CUST_001512;32;M;Casado;Técnico;6789549;Empleado;0;Arriendo;66;2;699;0;0;1;1;2000000;6;Tecnología;Online;1236868;24;0;9,8
CUST_001513;26;M;Soltero;Primaria;5826022;Empleado;1;Propia;6;1;657;0;0;1;7;13401;6;Ropa;Online;881015;36;0;8
CUST_001514;16;M;Soltero;Técnico;5352633;Empleado;1;Propia;37;5;653;0;8;1;23;35445;6;Ropa;Tienda_Física;1934316;36;0;-2
CUST_001515;34;F;Casado;Universitario;3074069;Empleado;1;Propia;65;1;603;0;0;0;0;0;0;N/A;Call_Center;1500700;24;0;10,6
CUST_001516;33;M;Soltero;Secundaria;6054574;Independiente;2;Familiar;35;0;574;0;0;1;8;48632;3;Tecnología;App_Móvil;2523317;48;0;12,7
CUST_001517;53;F;Casado;Técnico;4560908;Independiente;0;Arriendo;55;1;753;0;0;1;24;12973;3;Deportes;App_Móvil;1854014;12;1;32,6
CUST_001518;42;M;Null;Posgrado;1209987;Pensionado;2;Propia;24;3;646;0;0;0;0;0;0;N/A;App_Móvil;2399169;12;1;22,2
CUST_001519;22;M;Soltero;Técnico;3040730;Empleado;3;Arriendo;77;2;620;4;4;1;36;23253;6;Ropa;Tienda_Física;1331353;12;1;2,5
CUST_001520;57;F;Casado;Null;2251135;Independiente;0;Arriendo;40;2;807;0;0;0;0;0;0;N/A;Call_Center;2731238;12;0;38,9
CUST_001521;49;M;Divorciado;Secundaria;7410187;Independiente;0;Arriendo;15;1;755;15;15;0;0;0;0;N/A;Tienda_Física;1104051;18;0;28,1
CUST_001522;41;F;Casado;Universitario;1517364;Independiente;0;Arriendo;26;0;751;0;0;0;0;0;0;N/A;Tienda_Física;1493273;24;1;18,6
CUST_001523;32;M;Casado;Universitario;2403518;Empleado;2;Arriendo;37;4;665;0;0;0;0;0;0;N/A;Online;1942045;12;1;9,3
CUST_001524;23;M;Casado;Universitario;3369116;Empleado;2;Propia;55;3;646;14;14;1;5;52579;5;Hogar;Call_Center;1845927;24;0;2,1
CUST_001525;30;F;Casado;Primaria;3447461;Empleado;0;Familiar;6;4;592;0;0;1;1;19102;4;Tecnología;Tienda_Física;2231376;12;0;10,7
CUST_001526;48;F;Soltero;Secundaria;5287398;Empleado;2;Propia;167;4;649;0;0;0;0;0;0;N/A;Call_Center;2336313;36;0;29,9
CUST_001527;57;M;Null;Secundaria;7846484;Empleado;1;Familiar;5;2;655;0;0;1;51;100777;3;Hogar;Online;1104971;12;0;32,2
CUST_001528;53;M;Casado;Posgrado;3660052;Independiente;1;Familiar;28;1;733;0;0;1;30;197737;5;Hogar;Tienda_Física;1044307;18;0;33,3
CUST_001529;29;M;Casado;Técnico;9263283;Pensionado;1;Propia;0;1;411;0;0;1;10;582779;1;Deportes;Tienda_Física;1079620;24;0;8,2
CUST_001530;21;F;Soltero;Posgrado;3860026;Independiente;0;Arriendo;20;0;591;2;2;1;5;60601;2;Deportes;Tienda_Física;1814414;6;0;2,4
CUST_001531;36;F;Soltero;Secundaria;6845040;Independiente;0;Familiar;0;2;570;0;0;1;6;114117;3;Electrodomésticos;Tienda_Física;3063512;24;0;17,5
CUST_001532;16;F;Null;Secundaria;9891999;Empleado;0;Arriendo;2;3;484;0;0;1;85;96912;5;Hogar;Call_Center;1056958;18;0;-2
CUST_001533;38;M;Casado;Secundaria;4945549;Independiente;1;Arriendo;28;1;666;0;0;0;0;0;0;N/A;Online;2332944;24;0;15,2
CUST_001534;33;F;Soltero;Técnico;8455610;Empleado;2;Familiar;21;2;555;0;0;0;0;0;0;N/A;Tienda_Física;786517;18;1;11,9
CUST_001535;29;F;Null;Universitario;2356800;Empleado;2;Arriendo;2;1;729;0;0;1;2;540921;2;Tecnología;Online;2897951;12;0;8,1
CUST_001536;16;F;Casado;Técnico;2914065;Independiente;0;Propia;96;4;663;0;15;1;21;98196;5;Hogar;Online;2862385;18;0;-2
CUST_001537;41;F;Casado;Posgrado;3284123;Independiente;0;Arriendo;15;2;673;14;14;1;0;4965;3;Ropa;Online;2865278;24;0;22,5
CUST_001538;28;F;Casado;Secundaria;7829272;Empleado;2;Propia;48;4;713;0;0;1;14;155591;3;Ropa;Tienda_Física;1998211;6;0;9,4
CUST_001539;20;M;Soltero;Universitario;3995788;Independiente;1;Propia;118;3;714;1;1;1;2;969004;3;Tecnología;App_Móvil;2802935;12;1;1,4
CUST_001540;16;F;Soltero;Universitario;2573695;Empleado;2;Propia;86;2;698;0;0;1;5;21107;4;Deportes;Online;1544188;24;0;-2
CUST_001541;34;F;Soltero;Secundaria;4415602;Empleado;0;Propia;41;3;620;0;0;1;26;56105;6;Electrodomésticos;Tienda_Física;1844764;36;0;9,8
CUST_001542;56;M;Casado;Primaria;9182332;Independiente;0;Propia;0;3;593;3;14;0;0;0;0;N/A;App_Móvil;2256465;24;0;31,6
CUST_001543;54;M;Casado;Secundaria;6235227;Empleado;0;Propia;36;0;593;0;0;0;0;0;0;N/A;Online;2561998;24;0;33,3
CUST_001544;29;F;Casado;Primaria;3154838;Empleado;3;Arriendo;3;2;683;0;0;0;0;0;0;N/A;Call_Center;2867563;12;0;7,8
CUST_001545;27;M;Casado;Posgrado;2674283;Empleado;2;Propia;20;3;705;0;10;1;17;112107;8;Electrodomésticos;Call_Center;2046132;18;0;2,2
CUST_001546;40;F;Casado;Null;2396204;Empleado;1;Arriendo;88;2;838;0;0;1;23;296863;4;Deportes;Tienda_Física;2017570;18;0;19,1
CUST_001547;23;M;Casado;Universitario;2702801;Empleado;0;Null;4;1;676;0;0;0;0;0;0;N/A;Tienda_Física;1917298;24;0;4,2
CUST_001548;38;M;Casado;Universitario;2873641;Empleado;0;Arriendo;43;4;678;0;0;1;14;4500;2;Electrodomésticos;Online;563347;12;0;16,3
CUST_001549;44;M;Casado;Secundaria;7405365;Independiente;2;Arriendo;12;2;671;0;0;1;4;45708;7;Hogar;Tienda_Física;1990518;12;0;21,6
CUST_001550;49;M;Soltero;Primaria;4781563;Independiente;2;Arriendo;6;2;554;0;22;1;8;33378;4;Ropa;Online;1931994;12;1;28
CUST_001551;33;M;Casado;Universitario;3522247;Empleado;1;Propia;9;1;731;0;0;1;13;268898;2;Hogar;Online;640390;12;0;14
CUST_001552;32;F;Divorciado;Técnico;8737144;Independiente;1;Propia;18;1;637;1;1;1;32;174183;4;Tecnología;Tienda_Física;1093364;12;0;12,5
CUST_001553;24;F;Casado;Universitario;1749054;Empleado;0;Familiar;58;3;498;0;0;1;29;158949;3;Ropa;Tienda_Física;972859;36;0;4,1
CUST_001554;25;O;Divorciado;Universitario;2461326;Independiente;2;Arriendo;26;1;555;0;0;1;18;87750;3;Hogar;Call_Center;1640056;6;1;6,5
CUST_001555;32;M;Soltero;Técnico;8400465;Empleado;3;Familiar;15;2;636;0;0;1;7;40676;4;Deportes;Tienda_Física;2179009;24;0;12,2
CUST_001556;39;F;Divorciado;Secundaria;5511189;Independiente;0;Propia;6;5;499;6;6;1;15;25998;0;Tecnología;Tienda_Física;1517987;6;1;20,5
CUST_001557;45;F;Casado;Universitario;1712768;Empleado;2;Propia;10;0;556;2;2;1;10;139968;4;Hogar;Online;3017303;48;0;24,9
CUST_001558;25;F;Soltero;Técnico;5229649;Empleado;2;Arriendo;104;0;738;0;0;1;9;388495;5;Tecnología;Tienda_Física;730116;12;0;6,8
CUST_001559;52;F;Casado;Universitario;3543093;Independiente;2;Familiar;9;1;703;0;0;1;9;6265;2;Ropa;Online;2825721;18;0;25,1
CUST_001560;31;M;Casado;Técnico;9242072;Empleado;0;Arriendo;14;2;700;0;0;0;0;0;0;N/A;Call_Center;2071687;18;0;12,2
CUST_001561;34;M;Soltero;Secundaria;4310957;Independiente;2;Arriendo;24;4;712;0;0;0;0;0;0;N/A;Tienda_Física;1023410;36;0;14,1
CUST_001562;26;M;Soltero;Secundaria;4744143;Empleado;2;Arriendo;21;1;701;0;0;1;37;12741;9;Hogar;App_Móvil;2166612;18;0;7,9
CUST_001563;16;M;Soltero;Universitario;3047865;Empleado;3;Arriendo;13;1;724;0;0;1;15;41455;4;Ropa;Tienda_Física;659523;18;0;-2
CUST_001564;45;F;Casado;Técnico;9245362;Empleado;2;Propia;0;3;650;0;0;0;0;0;0;N/A;Tienda_Física;1463167;12;0;23,5
CUST_001565;43;M;Soltero;Técnico;8136325;Independiente;0;Propia;62;1;721;0;0;1;22;30633;7;Ropa;Tienda_Física;913107;12;0;24,6
CUST_001566;31;F;Soltero;Técnico;3678898;Pensionado;0;Arriendo;2;4;750;0;0;0;0;0;0;N/A;Online;917251;6;0;10
CUST_001567;35;F;Casado;Técnico;6558924;Empleado;0;Arriendo;56;1;631;0;0;1;15;3330;3;Tecnología;Tienda_Física;2406511;48;1;17
CUST_001568;41;O;Null;Secundaria;3448002;Independiente;0;Propia;13;3;832;8;8;1;8;4147;5;Ropa;App_Móvil;1111635;12;1;21,1
CUST_001569;16;F;Casado;Técnico;7793228;Empleado;0;Propia;87;3;646;0;0;0;0;0;0;N/A;Tienda_Física;1532035;18;0;-2
CUST_001570;28;M;Soltero;Secundaria;9492693;Independiente;3;Arriendo;24;2;611;0;0;1;28;93014;6;Deportes;Tienda_Física;2630257;6;1;2,2
CUST_001571;44;F;Null;Técnico;6676885;Empleado;1;Propia;0;2;644;0;16;1;14;105323;3;Ropa;App_Móvil;1094159;12;0;24
CUST_001572;19;M;Soltero;Técnico;5618554;Empleado;0;Propia;26;2;617;0;0;1;43;375961;2;Tecnología;Online;1410814;18;0;0
CUST_001573;38;F;Casado;Secundaria;4499360;Empleado;1;Propia;86;1;500;3;3;1;11;156863;6;Electrodomésticos;Tienda_Física;936859;48;0;15,1
CUST_001574;18;F;Soltero;Técnico;5811541;Independiente;2;Arriendo;1;1;548;1;5;1;64;48821;4;Electrodomésticos;Online;1468202;36;1;0
CUST_001575;40;F;Casado;Técnico;8998431;Empleado;3;Propia;22;1;602;0;0;0;0;0;0;N/A;Online;2893178;24;0;15,8
CUST_001576;34;M;Soltero;Secundaria;2762069;Empleado;0;Propia;43;1;617;0;9;0;0;0;0;N/A;Tienda_Física;2413533;24;0;12,9
CUST_001577;16;F;Soltero;Null;3662535;Empleado;1;Propia;2;1;478;0;0;1;56;364242;1;Ropa;Call_Center;907762;18;0;-2
CUST_001578;48;M;Casado;Primaria;7016067;Empleado;0;Arriendo;9;2;552;0;3;1;22;14033;6;Ropa;Call_Center;2208298;12;0;21,6
CUST_001579;26;M;Casado;Universitario;2598884;Empleado;1;Propia;1;4;584;14;14;1;6;36185;3;Hogar;Online;1756386;24;0;7,4
CUST_001580;25;F;Casado;Secundaria;6775581;Empleado;3;Arriendo;29;3;591;0;0;0;0;0;0;N/A;App_Móvil;1452938;48;0;5,1
CUST_001581;37;M;Casado;Universitario;2621236;Independiente;2;Propia;60;2;635;3;3;1;0;38481;5;Ropa;Call_Center;1392245;18;1;17,1
CUST_001582;48;O;Casado;Posgrado;1917235;Empleado;2;Propia;15;2;731;0;0;1;6;15897;4;Deportes;Online;1715357;24;0;27,1
CUST_001583;22;M;Soltero;Técnico;6459612;Independiente;3;Propia;4;3;692;0;0;1;11;29812;4;Hogar;Call_Center;2411151;36;0;0,7
CUST_001584;35;F;Null;Universitario;2854761;Empleado;2;Propia;26;3;685;0;0;1;4;21368;6;Deportes;Call_Center;1170148;48;0;16,2
CUST_001585;40;M;Casado;Secundaria;3661009;Empleado;2;Arriendo;72;3;758;0;0;0;0;0;0;N/A;Online;2888044;18;0;20,7
CUST_001586;43;F;Divorciado;Secundaria;9333400;Empleado;0;Arriendo;31;2;654;0;20;1;8;26162;6;Ropa;Call_Center;2417510;36;0;24,5
CUST_001587;37;F;Divorciado;Secundaria;8105409;Empleado;0;Propia;8;6;710;2;2;1;15;114098;4;Hogar;Tienda_Física;880314;12;0;18,6
CUST_001588;30;F;Casado;Secundaria;5312488;Empleado;1;Propia;8;1;651;0;0;1;0;93768;2;Deportes;Call_Center;1163993;48;0;6,8
CUST_001589;25;M;Casado;Técnico;8718974;Empleado;4;Propia;15;3;596;5;5;1;2;16048;7;Hogar;App_Móvil;2478629;48;1;2,8
CUST_001590;36;F;Soltero;Técnico;8570744;Empleado;2;Familiar;3;1;569;0;0;0;0;0;0;N/A;Online;2801615;12;1;16,2
CUST_001591;22;M;Null;Técnico;5061811;Empleado;2;Arriendo;28;4;694;0;0;1;20;50422;3;Tecnología;Online;2003837;18;0;3,7
CUST_001592;16;M;Soltero;Universitario;1935368;Empleado;2;Arriendo;128;4;750;0;0;1;13;244214;6;Ropa;Tienda_Física;617270;6;0;-2
CUST_001593;40;M;Casado;Secundaria;3697286;Empleado;2;Propia;58;3;569;0;10;1;24;276451;7;Ropa;Tienda_Física;1730783;12;0;21
CUST_001594;45;F;Casado;Primaria;8804436;Pensionado;1;Familiar;28;4;803;0;0;0;0;0;0;N/A;Tienda_Física;1436725;6;0;22,5
CUST_001595;16;M;Soltero;Técnico;8347148;Empleado;2;Arriendo;91;4;747;0;0;0;0;0;0;N/A;Tienda_Física;2453954;24;0;-2
CUST_001596;22;F;Soltero;Técnico;3562456;Independiente;1;Arriendo;30;4;617;0;0;0;0;0;0;N/A;Call_Center;1177017;6;0;2,2
CUST_001597;42;F;Divorciado;Primaria;6748799;Empleado;0;Arriendo;57;2;558;0;0;1;50;192435;4;Electrodomésticos;App_Móvil;2674911;12;0;21,3
CUST_001598;59;M;Casado;Secundaria;3286534;Empleado;0;Propia;7;4;498;0;0;0;0;0;0;N/A;Tienda_Física;725197;12;0;28,3
CUST_001599;35;F;Null;Técnico;6833600;Empleado;2;Propia;7;5;731;0;0;0;0;0;0;N/A;Tienda_Física;2569539;24;0;16,7
CUST_001600;26;M;Casado;Secundaria;9325864;Independiente;1;Arriendo;72;4;739;0;0;0;0;0;0;N/A;Call_Center;1010202;12;0;7,6
CUST_001601;32;F;Soltero;Universitario;2296722;Empleado;1;Arriendo;9;1;637;1;1;1;5;22294;5;Ropa;Online;673148;6;0;0,7
CUST_001602;51;M;Soltero;Secundaria;7494608;Empleado;0;Propia;29;5;678;0;0;0;0;0;0;N/A;Online;729879;36;0;31,4
CUST_001603;27;F;Casado;Primaria;3878537;Empleado;1;Null;8;2;431;0;0;0;0;0;0;N/A;Tienda_Física;1978972;36;1;4,9
CUST_001604;25;M;Soltero;Técnico;4840594;Pensionado;2;Arriendo;33;2;465;0;0;1;10;69321;9;Hogar;Online;1489341;12;1;2,4
CUST_001605;29;M;Casado;Null;2451547;Empleado;1;Arriendo;21;1;688;0;0;1;20;3058;2;Electrodomésticos;App_Móvil;1390997;24;0;9,9
CUST_001606;23;M;Soltero;Universitario;3081613;Empleado;2;Familiar;61;3;710;10;10;0;0;0;0;N/A;Call_Center;2446964;6;0;4,3
CUST_001607;36;M;Casado;Secundaria;4168641;Empleado;0;Arriendo;52;3;661;0;9;1;1;700748;6;Hogar;Tienda_Física;1186470;18;0;17
CUST_001608;54;M;Casado;Primaria;4334813;Empleado;1;Familiar;9;3;732;0;1;1;11;86236;5;Electrodomésticos;App_Móvil;1369887;24;0;31,7
CUST_001609;38;M;Casado;Técnico;5579581;Empleado;0;Arriendo;25;2;707;0;3;1;83;177783;4;Ropa;Call_Center;1924447;12;0;14,5
CUST_001610;31;F;Soltero;Secundaria;8322625;Independiente;2;Propia;142;2;635;5;5;0;0;0;0;N/A;Tienda_Física;2716180;12;0;9,4
CUST_001611;31;F;Soltero;Universitario;1918511;Empleado;0;Arriendo;26;0;625;0;16;1;6;276544;6;Tecnología;Tienda_Física;2602152;24;0;11,3
CUST_001612;16;F;Soltero;Técnico;4564718;Empleado;0;Propia;20;0;696;0;0;1;8;139737;7;Electrodomésticos;Tienda_Física;2862021;12;0;-2
CUST_001613;45;F;Soltero;Secundaria;5772497;Empleado;0;Arriendo;1;1;663;0;0;1;35;113904;6;Electrodomésticos;Tienda_Física;2134549;24;0;25,3
CUST_001614;34;F;Casado;Primaria;3684789;Empleado;0;Arriendo;31;3;789;0;0;0;0;0;0;N/A;Call_Center;1554241;18;0;8,6
CUST_001615;32;F;Casado;Universitario;2088015;Empleado;0;Arriendo;103;6;633;0;0;1;67;179502;3;Electrodomésticos;Tienda_Física;2669834;12;0;8
CUST_001616;73;F;Soltero;Técnico;3015380;Empleado;2;Arriendo;85;1;598;0;6;1;11;55548;3;Tecnología;Tienda_Física;1441211;12;0;53,8
CUST_001617;38;M;Casado;Universitario;1547498;Empleado;1;Arriendo;44;4;677;0;0;1;31;150553;6;Deportes;Tienda_Física;873947;24;0;18,8
CUST_001618;25;F;Casado;Secundaria;5592126;Empleado;1;Familiar;14;2;653;0;0;1;44;286743;5;Ropa;Online;2036176;18;0;2,5
CUST_001619;29;M;Soltero;Universitario;1292986;Null;3;Propia;48;1;756;0;0;1;60;157174;0;Hogar;Tienda_Física;2048573;24;0;9,3
CUST_001620;48;F;Casado;Secundaria;6450412;Independiente;3;Propia;29;3;661;0;0;0;0;0;0;N/A;Tienda_Física;2041272;36;0;27,4
CUST_001621;36;F;Casado;Secundaria;5220522;Empleado;1;Arriendo;29;4;685;0;0;1;6;202039;4;Deportes;Tienda_Física;2326552;18;0;16,4
CUST_001622;17;M;Soltero;Universitario;2960695;Empleado;1;Arriendo;61;0;551;0;2;1;21;183947;4;Electrodomésticos;Tienda_Física;1444533;18;0;-1
CUST_001623;46;F;Casado;Universitario;2824447;Empleado;1;Familiar;9;2;736;0;0;1;34;51363;2;Electrodomésticos;Tienda_Física;1444407;18;0;27,4
CUST_001624;26;M;Soltero;Secundaria;6885998;Empleado;1;Arriendo;31;4;650;0;0;0;0;0;0;N/A;Online;2673119;6;0;7,5
CUST_001625;57;M;Casado;Universitario;2976559;Independiente;0;Propia;33;3;527;0;0;1;1;34786;0;Hogar;Tienda_Física;1495741;18;0;39
CUST_001626;47;M;Casado;Universitario;2428725;Empleado;1;Familiar;93;0;722;0;0;1;45;358341;5;Electrodomésticos;Online;1183594;6;0;28
CUST_001627;29;F;Soltero;Secundaria;7230077;Independiente;2;Arriendo;0;5;562;0;0;1;7;47737;5;Hogar;Online;2340235;36;1;10,4
CUST_001628;50;F;Casado;Universitario;3440802;Empleado;1;Propia;23;0;588;0;0;1;16;121326;3;Deportes;Tienda_Física;821350;12;0;31,1
CUST_001629;35;F;Casado;Técnico;7751087;Independiente;2;Arriendo;10;1;644;0;0;1;25;254864;2;Electrodomésticos;Tienda_Física;1962051;36;0;16,8
CUST_001630;45;M;Casado;Universitario;3031654;Empleado;1;Arriendo;65;3;607;0;0;1;25;44710;5;Deportes;Call_Center;1940382;6;0;25,7
CUST_001631;40;F;Casado;Técnico;5977634;Empleado;1;Propia;12;2;693;1;3;1;0;35118;4;Electrodomésticos;Tienda_Física;2151606;6;1;19,8
CUST_001632;24;F;Casado;Técnico;8011518;Empleado;3;Propia;11;4;589;0;0;0;0;0;0;N/A;Online;874269;6;0;0
CUST_001633;27;M;Null;Universitario;3234510;Empleado;3;Propia;40;1;657;0;0;1;10;86801;7;Electrodomésticos;Online;2153481;18;0;7,7
CUST_001634;47;F;Casado;Secundaria;5624917;Independiente;1;Arriendo;11;2;653;4;4;0;0;0;0;N/A;Tienda_Física;666601;18;0;28,9
CUST_001635;30;M;Casado;Primaria;9990699;Independiente;0;Arriendo;18;2;532;0;0;1;20;114447;5;Ropa;Online;608449;12;0;10,7
